0.050545	-0.000725	0.031376
-0.012686	-0.001437	0.039396
0.023454	0.014745	0.034049
-0.000794	0.000570	0.040931
0.036364	0.012103	0.031831
0.044808	0.010206	0.028041
0.011309	0.014970	0.034209
0.047508	-0.014480	0.041569
-0.007926	-0.019097	0.049804
0.036348	-0.001466	0.041112
0.024280	0.008082	0.038229
0.023191	-0.001869	0.042973
0.032281	-0.016784	0.050387
0.011511	0.007650	0.039624
-0.001782	0.012094	0.032228
-0.013226	0.010230	0.030038
0.000206	-0.015581	0.053043
0.011513	-0.013728	0.053686
0.011868	-0.051255	0.053303
0.022788	-0.052079	0.052710
-0.012131	-0.053440	0.039317
0.011520	-0.001862	0.043488
-0.003919	-0.053061	0.044063
0.001345	-0.050322	0.050326
0.051158	-0.053704	0.034506
0.044732	-0.004603	0.039127
-0.001635	-0.009163	0.045089
0.000573	-0.039542	0.052572
0.011422	-0.040049	0.055872
0.024581	-0.040437	0.054759
0.003176	0.009212	0.037258
0.022672	-0.014585	0.053009
-0.011813	-0.039685	0.040438
-0.013798	-0.027929	0.042916
-0.001081	-0.028788	0.055157
0.011494	-0.028304	0.057222
0.024559	-0.026567	0.055240
0.035435	-0.028484	0.051308
-0.012369	-0.013746	0.043902
0.038089	-0.020646	0.048654
0.036038	-0.012948	0.047180
0.024990	-0.009409	0.048247
-0.014512	0.002709	0.036465
0.042497	0.002852	0.036268
0.036136	-0.054155	0.045637
0.046117	-0.050883	0.040185
0.032072	-0.049182	0.049591
0.054219	-0.015940	0.036046
0.032523	-0.040023	0.051489
0.038546	-0.039643	0.047856
0.047371	-0.039765	0.041339
0.054330	-0.039909	0.036063
0.048178	-0.028213	0.042572
0.054683	-0.028510	0.036215
-0.007988	-0.027889	0.050476
-0.005890	-0.042117	0.044519
-0.051361	0.014293	0.051179
-0.064378	-0.000593	0.030438
-0.072993	0.010852	0.040636
-0.060567	0.012894	0.050821
-0.064928	-0.012647	0.030509
-0.037037	-0.036298	0.039126
-0.036446	0.010807	0.034795
-0.025965	0.009432	0.031126
-0.058776	-0.016534	0.037763
-0.035597	-0.051019	0.028818
-0.025704	-0.052181	0.038505
-0.065812	0.007884	0.046250
-0.041942	0.012146	0.039397
-0.030510	-0.051393	0.035688
-0.025610	-0.040320	0.040195
-0.038623	-0.042326	0.033620
-0.031315	-0.041746	0.036818
-0.059850	-0.035036	0.026076
-0.051308	-0.039186	0.030086
-0.026183	-0.028843	0.042307
-0.050815	-0.027427	0.040133
-0.038400	-0.028499	0.042955
-0.051193	-0.015388	0.041619
-0.060924	0.002367	0.041210
-0.038184	-0.014238	0.043629
-0.025699	-0.015643	0.042690
-0.050380	-0.000807	0.039794
-0.026670	-0.002841	0.039592
-0.038002	-0.003861	0.040562
-0.049411	0.007958	0.046769
-0.038692	0.003518	0.036793
-0.023490	0.002737	0.036510
-0.063109	-0.026312	0.030073
-0.046044	-0.036094	0.037368
0.061756	-0.014306	0.017063
0.058728	-0.015586	0.027982
0.059866	-0.040502	0.029002
0.055674	-0.002638	0.026116
0.060761	-0.061930	0.027247
0.060265	-0.051724	0.030981
0.071386	-0.052004	0.026046
