0.070952	-0.042121	0.025855
0.063863	-0.036246	0.021097
0.070744	-0.060169	0.017612
0.075653	-0.052757	0.017447
0.074969	-0.039537	0.016564
0.059430	-0.028168	0.029013
0.063526	-0.028389	0.017191
0.061186	-0.066562	0.017142
-0.050807	0.037069	0.040790
-0.067359	0.026319	0.046439
-0.049724	0.048396	0.017308
-0.062075	0.045116	0.029353
-0.034138	0.037242	0.017902
-0.060484	0.024791	0.050771
-0.030420	0.021542	0.026386
-0.062295	0.036001	0.042121
-0.026045	0.022255	0.016955
-0.039858	0.037230	0.030941
-0.038902	0.046806	0.016300
-0.042017	0.020593	0.039384
-0.053158	0.022871	0.049671
-0.071838	0.034986	0.028454
-0.067333	0.041228	0.032191
-0.038756	0.027254	0.032467
-0.049119	0.025262	0.044126
-0.021398	0.016002	0.024399
-0.071032	0.030080	0.038818
-0.031859	0.031539	0.014217
-0.073713	0.023656	0.028952
-0.071837	0.020550	0.042224
-0.017000	0.049000	0.030000
-0.005000	0.056000	0.031000
0.010000	0.060000	0.028000
0.007000	0.066000	0.030000
0.003000	0.063000	0.038000
-0.010000	0.061000	0.033000
-0.028000	0.045000	0.022000
-0.040000	-0.060000	0.030000
-0.020000	-0.060000	0.037000
0.000000	-0.060000	0.043000
0.020000	-0.060000	0.045000
0.040000	-0.060000	0.035000
-0.050000	-0.080000	0.000000
-0.030000	-0.080000	0.000000
-0.010000	-0.080000	0.000000
0.010000	-0.080000	0.000000
0.030000	-0.080000	0.000000
0.050000	-0.080000	0.000000
-0.055000	-0.055000	0.000000
-0.090000	0.000000	0.000000
-0.090000	0.020000	0.000000
-0.090000	0.040000	0.000000
-0.090000	0.060000	0.000000
-0.060000	0.060000	0.000000
-0.040000	0.060000	0.000000
-0.020000	0.060000	0.000000
0.020000	0.060000	0.000000
0.000000	0.040000	0.000000
-0.020000	0.030000	0.000000
0.000000	0.030000	0.000000
0.020000	0.030000	0.000000
0.040000	0.030000	0.000000
0.060000	0.020000	0.000000
0.070000	0.000000	0.000000
0.070000	-0.025000	0.000000
0.090000	-0.020000	0.000000
0.090000	-0.050000	0.000000
0.080000	-0.070000	0.000000
-0.100000	0.070000	0.000000
-0.090000	0.070000	0.000000
-0.080000	0.070000	0.000000
-0.070000	0.070000	0.000000
-0.060000	0.070000	0.000000
-0.050000	0.070000	0.000000
-0.040000	0.070000	0.000000
-0.030000	0.070000	0.000000
-0.020000	0.070000	0.000000
-0.010000	0.070000	0.000000
0.020000	0.070000	0.000000
0.030000	0.070000	0.000000
0.040000	0.070000	0.000000
0.050000	0.070000	0.000000
0.060000	0.070000	0.000000
0.070000	0.070000	0.000000
0.080000	0.070000	0.000000
0.090000	0.070000	0.000000
0.100000	0.070000	0.000000
-0.100000	0.080000	0.000000
-0.090000	0.080000	0.000000
-0.080000	0.080000	0.000000
-0.070000	0.080000	0.000000
-0.060000	0.080000	0.000000
-0.050000	0.080000	0.000000
-0.040000	0.080000	0.000000
-0.030000	0.080000	0.000000
-0.020000	0.080000	0.000000
-0.010000	0.080000	0.000000
0.000000	0.080000	0.000000
0.010000	0.080000	0.000000
0.020000	0.080000	0.000000
0.030000	0.080000	0.000000
0.040000	0.080000	0.000000
0.050000	0.080000	0.000000
0.060000	0.080000	0.000000
0.070000	0.080000	0.000000
0.080000	0.080000	0.000000
0.090000	0.080000	0.000000
0.100000	0.080000	0.000000
-0.075000	0.060000	0.000000
-0.078000	0.050000	0.000000
-0.082000	0.030000	0.000000
-0.080000	0.010000	0.000000
-0.090000	-0.080000	0.000000
-0.090000	-0.070000	0.000000
-0.090000	-0.060000	0.000000
-0.090000	-0.050000	0.000000
-0.090000	-0.040000	0.000000
-0.090000	-0.030000	0.000000
-0.090000	-0.020000	0.000000
-0.090000	-0.010000	0.000000
-0.080000	-0.080000	0.000000
-0.080000	-0.070000	0.000000
-0.080000	-0.060000	0.000000
-0.080000	-0.050000	0.000000
-0.080000	-0.040000	0.000000
-0.080000	-0.030000	0.000000
-0.080000	-0.020000	0.000000
-0.080000	-0.010000	0.000000
-0.070000	-0.080000	0.000000
-0.070000	-0.070000	0.000000
-0.070000	-0.060000	0.000000
-0.070000	-0.050000	0.000000
-0.070000	-0.040000	0.000000
-0.100000	-0.080000	0.000000
-0.100000	-0.070000	0.000000
-0.100000	-0.060000	0.000000
-0.100000	-0.050000	0.000000
-0.100000	-0.040000	0.000000
-0.100000	-0.030000	0.000000
-0.100000	-0.020000	0.000000
-0.100000	-0.010000	0.000000
-0.100000	0.000000	0.000000
-0.100000	0.010000	0.000000
-0.100000	0.020000	0.000000
-0.100000	0.030000	0.000000
-0.100000	0.040000	0.000000
-0.100000	0.050000	0.000000
-0.100000	0.060000	0.000000
-0.090000	0.050000	0.000000
-0.090000	0.030000	0.000000
-0.090000	0.010000	0.000000
-0.080000	0.000000	0.000000
0.000000	0.050000	0.000000
0.010000	0.050000	0.000000
0.020000	0.050000	0.000000
0.030000	0.050000	0.000000
0.040000	0.050000	0.000000
0.050000	0.050000	0.000000
0.060000	0.050000	0.000000
0.070000	0.050000	0.000000
0.080000	0.050000	0.000000
0.090000	0.050000	0.000000
0.100000	0.050000	0.000000
0.050000	0.030000	0.000000
0.060000	0.030000	0.000000
0.070000	0.030000	0.000000
0.080000	0.030000	0.000000
0.090000	0.030000	0.000000
0.100000	0.030000	0.000000
0.060000	0.010000	0.000000
0.070000	0.010000	0.000000
0.080000	0.010000	0.000000
0.090000	0.010000	0.000000
0.100000	0.010000	0.000000
0.080000	0.000000	0.000000
-0.060000	-0.070000	0.000000
-0.050000	-0.070000	0.000000
-0.040000	-0.070000	0.000000
-0.030000	-0.070000	0.000000
-0.020000	-0.070000	0.000000
-0.010000	-0.070000	0.000000
0.000000	-0.070000	0.000000
0.010000	-0.070000	0.000000
0.020000	-0.070000	0.000000
0.030000	-0.070000	0.000000
0.040000	-0.070000	0.000000
0.050000	-0.070000	0.000000
0.070000	-0.070000	0.000000
0.090000	0.000000	0.000000
0.090000	-0.010000	0.000000
0.090000	-0.030000	0.000000
0.090000	-0.040000	0.000000
0.090000	-0.060000	0.000000
0.090000	-0.070000	0.000000
0.090000	-0.080000	0.000000
